adults,airconditioning,chapati,child,dal,holidaystatus,rice,sabzi,timeslot,variety,weather
684,0.5,2182,1075,63,0,66,139,0.5,0,0
645,0.5,2320,962,64,0,67,132,1,0,0
257,0,335,384,30,0,37,72,0,1,1
167,0.5,807,246,26,0,38,86,0,2,0
558,0,2299,799,68,0.5,65,145,1,2,0
271,0,658,415,22,0.5,39,67,1,0,0.5
351,0.5,1015,567,58,0.5,54,101,0.5,2,0
262,0.5,1480,411,53,0.5,50,100,0.5,2,1
272,0.5,827,409,21,0.5,34,66,1,0,0.5
127,0,811,177,20,0.5,37,63,0.5,0,1
800,0.5,3139,1196,77,0.5,74,195,0,0,1
996,0,3107,1488,85,0,83,181,0.5,0,0
714,0.5,3073,1058,84,0.5,85,187,0.5,2,1
310,0.5,329,440,20,0,30,69,0.5,0,0
393,0.5,1101,560,41,0.5,55,121,0.5,1,0.5
609,0.5,2129,893,62,0,63,134,0.5,1,1
899,0.5,3483,1356,95,0,96,216,0.5,1,1
537,0.5,2405,820,63,0,64,154,0,2,0.5
511,0,1339,770,51,0,54,105,0.5,0,0.5
118,0.5,534,182,34,0,25,83,0,1,0
702,0.5,2448,1061,67,0,61,137,0.5,0,0.5
596,0.5,2054,887,68,0,60,155,0.5,2,0
236,0,597,379,20,0.5,36,69,0,1,0
209,0.5,1621,330,59,0.5,51,112,0,1,1
671,0.5,2418,1026,64,0,60,164,0.5,0,1
307,0.5,932,480,33,0.5,37,75,0,1,0
626,0.5,3129,952,88,0,78,178,0,2,1
522,0,2324,764,62,0,64,155,1,2,1
726,0.5,2463,1083,63,0,60,136,0,1,0.5
661,0.5,2275,1004,61,0.5,61,161,0.5,0,0
292,0.5,1061,436,42,0,58,121,1,1,1
708,0,2209,1053,63,0.5,63,147,0.5,1,0.5
358,0.5,844,552,27,0.5,24,87,0,0,0.5
357,0.5,1724,548,40,0.5,49,115,1,1,1
962,0.5,3932,1399,99,0.5,92,225,0,1,1
71,0,837,100,26,0,37,63,0.5,0,0.5
882,0,2991,1327,80,0.5,78,172,0.5,1,0
135,0.5,430,219,39,0.5,24,63,0.5,0,1
509,0,2301,767,63,0.5,67,148,1,2,1
413,0.5,1298,602,44,0.5,55,128,0.5,1,0
463,0,2165,742,62,0.5,63,142,0,2,1
193,0,356,305,24,0.5,31,70,0.5,1,0.5
636,0,1832,946,62,0.5,60,159,0,1,0
132,0,517,189,36,0,35,77,1,2,0
679,0.5,2870,1013,86,0.5,88,192,0,1,1
530,0.5,1323,821,54,0,42,118,0,0,0.5
983,0,2676,1475,70,0.5,74,188,1,0,0
598,0.5,1135,898,51,0,55,109,0,0,0
732,0.5,2252,1130,66,0,65,164,0,1,0
929,0.5,4216,1383,95,0.5,96,211,0.5,2,1
472,0.5,1375,724,45,0,50,114,0,1,1
646,0,2748,987,81,0,74,184,0,2,1
947,0.5,4126,1406,92,0,98,204,0.5,2,0
397,0.5,789,589,36,0,24,78,1,0,0.5
508,0,2358,755,65,0,62,134,1,2,0.5
390,0.5,1227,547,43,0,51,122,0.5,2,0.5
203,0,560,331,30,0.5,29,82,0,2,0
376,0,767,574,25,0.5,29,95,1,0,1
774,0.5,2018,1175,65,0,60,150,0,0,0
621,0,2143,899,67,0,68,153,0,2,0.5
291,0.5,384,437,29,0,28,72,1,0,0
507,0.5,2139,784,67,0,68,132,1,2,0
377,0,1071,530,59,0.5,52,117,0.5,2,0.5
148,0.5,398,218,20,0.5,25,99,1,0,0
609,0.5,3262,920,82,0.5,79,194,0,2,1
547,0,1882,835,60,0,65,140,1,2,0.5
820,0.5,3779,1253,97,0,90,201,0.5,2,0
141,0.5,834,208,24,0,21,81,0,2,0.5
833,0.5,2798,1256,70,0.5,82,170,0.5,0,0.5
940,0.5,4404,1320,95,0.5,93,232,1,2,0
664,0.5,1901,1003,63,0,66,155,0,0,0
81,0,746,122,23,0,38,78,0.5,1,0.5
137,0,911,211,34,0,29,97,0.5,0,0.5
943,0.5,3054,1481,80,0,70,188,0,0,0.5
122,0.5,337,206,32,0,38,73,0,2,0.5
723,0.5,2410,1070,69,0,68,161,0,1,1
399,0.5,695,598,32,0,37,91,0,0,0.5
638,0.5,1990,900,64,0.5,61,144,1,0,0
545,0.5,2548,830,61,0.5,61,143,0.5,2,0.5
851,0.5,4171,1225,98,0,91,230,1,2,1
714,0,2639,1045,88,0.5,89,191,1,2,0.5
392,0,1489,585,47,0.5,56,126,1,1,0.5
877,0.5,2887,1315,81,0.5,88,188,1,0,0
797,0.5,1866,1185,61,0,64,166,1,0,0.5
765,0.5,2807,1124,82,0.5,82,173,0.5,2,0
684,0.5,2027,1014,62,0.5,61,141,0,1,0
793,0,2645,1216,85,0,74,194,1,1,0
270,0,1188,414,58,0,40,113,1,1,1
417,0.5,2188,607,62,0.5,64,155,0,1,1
702,0.5,3136,1080,70,0.5,83,185,0.5,2,0.5
204,0.5,1327,298,54,0,52,109,0.5,2,0
612,0.5,3184,927,88,0.5,71,178,0,2,1
619,0.5,2946,917,89,0,84,192,1,1,0.5
521,0.5,1211,788,51,0,58,118,0,0,0
354,0.5,618,539,23,0.5,37,66,0.5,0,1
365,0.5,977,546,21,0.5,27,84,0.5,1,0
357,0,640,533,22,0.5,26,81,0,1,0
392,0,1610,621,41,0.5,44,116,0.5,0,0
870,0,3928,1274,97,0.5,91,215,1,2,1
872,0.5,4266,1358,96,0,97,222,0.5,2,1
590,0.5,1914,852,65,0.5,65,146,0.5,2,0.5
916,0,3282,1357,72,0.5,72,199,1,1,0
231,0.5,678,340,20,0,29,66,0.5,0,1
225,0,785,337,33,0,29,80,1,1,0
539,0,1804,831,68,0,62,134,1,2,0.5
805,0.5,3899,1242,99,0,96,241,0.5,2,0.5
663,0,2655,967,77,0.5,72,174,0.5,2,1
121,0.5,435,176,24,0,34,70,1,1,0
280,0,557,411,31,0,22,92,0,2,0
162,0,992,230,34,0,23,61,1,0,0
875,0,4406,1281,93,0.5,94,231,0.5,1,1
632,0,3203,953,89,0,89,193,1,2,0
549,0,1051,820,55,0.5,47,107,0.5,1,0.5
571,0,1061,873,58,0.5,58,113,0.5,0,0.5
351,0.5,972,505,31,0,37,61,0,1,0
734,0.5,1986,1112,64,0.5,62,146,0.5,0,0.5
730,0.5,1833,1115,65,0.5,62,147,1,0,0.5
276,0,333,416,39,0.5,26,86,1,1,0
545,0.5,2065,781,65,0.5,63,146,1,0,1
431,0.5,1385,643,49,0.5,42,127,0.5,0,0
366,0,1786,558,45,0.5,50,103,0.5,2,0
680,0,2593,1015,60,0.5,61,161,0.5,1,0.5
997,0.5,4346,1536,95,0,96,223,1,2,0.5
924,0,3081,1460,74,0.5,70,192,1,1,0
267,0,560,405,36,0.5,22,92,0.5,0,0.5
373,0,745,562,31,0.5,24,95,0.5,0,0
183,0,997,277,38,0,21,64,0.5,1,1
389,0,919,591,31,0.5,20,94,0,1,1
859,0.5,3061,1279,88,0,81,190,1,0,1
65,0.5,339,121,36,0.5,28,72,1,0,1
440,0,1683,644,51,0.5,51,108,1,0,1
667,0,1985,1015,61,0,62,168,1,0,0
631,0,2142,913,67,0,65,145,1,1,0.5
762,0,2962,1185,73,0,82,171,1,2,0
245,0.5,1577,365,58,0.5,45,112,0,2,0
451,0,2466,656,67,0,63,144,0.5,2,0.5
454,0.5,1196,666,59,0,47,122,0.5,1,0.5
741,0.5,1853,1081,62,0,62,144,0.5,0,1
226,0.5,1037,328,43,0.5,50,121,1,1,1
665,0.5,3091,990,87,0.5,72,180,0.5,1,1
385,0.5,377,585,25,0.5,38,71,0,0,1
142,0.5,694,210,29,0.5,30,75,0,1,0
663,0.5,1910,984,67,0,66,153,0,1,0.5
771,0,1961,1127,69,0.5,68,134,0,0,0
537,0.5,2207,801,69,0,60,151,0.5,2,0
162,0.5,940,247,34,0,23,96,0,0,0.5
794,0,3068,1229,86,0.5,74,194,0.5,1,0.5
453,0,1969,663,63,0,61,147,0,2,1
165,0.5,650,240,37,0,28,84,1,2,1
312,0.5,1115,470,44,0.5,46,101,0.5,2,0
193,0,791,296,34,0.5,24,87,0.5,0,0
546,0.5,1112,847,40,0,59,113,0,1,1
666,0.5,1924,1030,65,0,61,165,0.5,0,1
980,0,3786,1490,96,0,94,220,0.5,2,1
961,0,3623,1458,94,0.5,96,240,0.5,2,0
60,0,652,100,37,0.5,22,70,0,2,0
923,0.5,3438,1326,98,0.5,91,219,0.5,2,0.5
217,0.5,542,326,39,0,32,62,0,1,0
375,0.5,970,557,24,0,25,77,0.5,0,0.5
531,0.5,1555,806,44,0,48,122,1,0,1
347,0.5,1173,550,40,0.5,48,114,1,0,1
768,0.5,2326,1161,68,0,64,168,0.5,0,1
136,0.5,462,191,28,0.5,29,94,0,0,0.5
332,0,988,499,36,0.5,35,79,0,0,0.5
392,0,1494,547,58,0.5,52,103,0.5,2,0.5
677,0,3077,978,87,0,78,182,1,2,0
435,0,2361,630,65,0,68,148,0.5,2,1
550,0.5,2423,797,67,0.5,62,134,1,0,1
62,0,932,99,35,0,20,80,1,1,0
263,0,651,387,35,0,29,98,0,0,0.5
852,0.5,4063,1322,90,0.5,98,234,0.5,2,0.5
717,0,3036,1088,87,0.5,71,189,0.5,2,0
766,0.5,3201,1114,81,0,75,190,0.5,1,1
148,0.5,531,231,28,0.5,20,85,0,1,1
667,0.5,1835,1054,64,0,64,169,0,0,0.5
128,0.5,382,226,30,0,39,86,0.5,0,0.5
667,0,2216,993,68,0.5,69,163,0,1,0.5
92,0,677,139,29,0,36,95,0.5,2,0
994,0,2957,1513,75,0.5,75,196,0,1,0.5
242,0,1393,350,42,0,47,110,0.5,2,0.5
489,0,1775,682,55,0.5,48,119,0,2,0
486,0,1741,743,58,0,54,114,0,1,0.5
899,0.5,2781,1372,73,0.5,75,185,0,1,0
969,0.5,4235,1500,92,0,94,206,1,2,0
819,0.5,2890,1231,86,0,83,186,0.5,0,1
75,0.5,918,114,37,0.5,30,88,0.5,2,0
755,0.5,1850,1110,62,0,63,139,0,0,0
975,0.5,3745,1529,98,0.5,92,249,0,2,0.5
990,0.5,4300,1495,96,0.5,97,201,0,1,1
989,0,4360,1470,92,0.5,95,205,0,2,0.5
329,0.5,1064,459,42,0.5,59,114,0.5,2,0.5
834,0,3249,1285,86,0,79,187,0,0,1
616,0,1888,888,61,0,66,133,1,0,1
293,0.5,1322,418,49,0.5,42,116,0.5,2,0.5
622,0.5,3116,938,78,0,70,198,0.5,1,1
745,0.5,1841,1098,63,0.5,66,162,0.5,0,1
166,0.5,907,241,27,0.5,37,97,0,0,0.5
840,0,3680,1228,94,0,98,216,1,2,0
605,0,1893,899,67,0,67,134,0,1,0
682,0,2124,1048,64,0,63,161,0.5,0,0
519,0.5,1657,791,45,0,56,100,0,1,0.5
278,0,323,411,20,0,27,80,0,2,0.5
400,0.5,1558,612,53,0.5,49,120,1,0,0
570,0,1465,887,57,0.5,51,105,1,1,0
158,0,639,233,27,0.5,25,70,0,2,0.5
665,0,2310,937,69,0,69,137,0,1,0
683,0,1900,963,69,0,68,163,0.5,2,0
101,0.5,907,129,30,0,20,78,1,1,0.5
106,0.5,994,151,21,0.5,28,97,0,1,0.5
74,0.5,838,114,28,0,34,91,0,0,0.5
758,0,2037,1122,65,0,61,138,0.5,0,1
956,0.5,3693,1430,90,0,99,203,1,1,1
230,0.5,1187,350,59,0.5,46,103,0,1,1
523,0.5,1292,742,59,0.5,46,128,1,0,0.5
293,0,919,452,36,0,24,72,0.5,0,1
839,0,3837,1248,98,0.5,99,233,1,1,0.5
673,0.5,2410,1002,62,0,62,146,1,0,0.5
257,0,1223,413,52,0,41,103,0.5,2,1
205,0.5,340,333,30,0,29,85,0,1,0.5
232,0.5,446,353,27,0,23,69,0,2,0
422,0.5,2386,629,63,0.5,69,165,1,1,0
705,0.5,2425,1049,62,0,60,163,0.5,0,0.5
358,0.5,302,548,38,0.5,23,89,0,0,0.5
243,0,529,322,23,0.5,26,95,0,0,0
803,0.5,3086,1181,83,0,78,184,1,1,0
376,0.5,1426,549,59,0.5,58,122,0,2,1
402,0,2033,630,69,0.5,61,131,0.5,2,0
355,0,636,547,30,0.5,22,87,0,0,0.5
99,0,773,164,21,0,35,92,0,0,0
527,0,2009,795,64,0.5,64,148,0.5,2,1
862,0,3884,1282,94,0.5,99,226,1,1,1
814,0.5,3385,1226,72,0,76,188,0,1,0
479,0,1607,738,43,0.5,54,114,0,1,0.5
175,0,437,260,27,0,32,97,1,1,1
278,0.5,735,433,26,0,35,74,0,1,0.5
468,0,2155,685,60,0,60,160,1,2,0
252,0,674,395,26,0.5,38,91,1,1,0
890,0,2681,1352,74,0,85,179,0,0,0
728,0,2465,1071,63,0.5,66,153,0.5,1,0.5
708,0.5,2297,1050,63,0.5,64,169,0.5,0,0
725,0,2230,1104,60,0,64,163,0.5,0,1
726,0.5,2878,1094,79,0.5,84,192,0.5,1,0.5
822,0,2739,1232,79,0,74,178,0.5,0,1
931,0.5,3313,1441,79,0.5,76,178,0,1,0.5
419,0,1807,600,65,0,68,151,1,1,1
943,0,3929,1452,93,0,93,222,0.5,2,1
845,0.5,3343,1307,86,0.5,71,198,0,0,0
226,0.5,577,313,39,0.5,33,86,0,0,1
106,0,910,174,31,0,21,71,0,2,0.5
140,0,692,203,21,0,35,67,0.5,1,1
517,0,1052,771,52,0,56,108,0,1,0.5
973,0.5,4011,1400,95,0.5,90,223,0.5,1,1
204,0,357,317,34,0,39,64,0.5,2,0
901,0,3231,1382,70,0.5,83,180,1,1,0
490,0,1544,759,46,0,54,101,0,0,0.5
974,0,4060,1491,91,0.5,99,246,0,2,1
576,0.5,2370,814,64,0.5,61,162,1,2,1
508,0.5,1006,747,42,0.5,43,127,0,0,0.5
799,0,3370,1214,79,0,76,194,1,2,0.5
180,0,383,295,24,0.5,30,76,1,1,0
892,0.5,4374,1344,96,0.5,96,222,1,1,0.5
941,0.5,3067,1424,88,0,87,187,0,0,0
891,0,4186,1420,94,0.5,92,203,0,2,0.5
61,0.5,619,92,35,0,38,64,0,2,0
564,0,1710,863,48,0,47,118,0.5,0,1
745,0,1905,1131,61,0.5,61,142,0.5,0,0.5
765,0.5,2584,1146,60,0.5,69,138,0,1,0.5
814,0.5,3017,1175,70,0,86,175,0.5,0,0
128,0,661,194,24,0,25,70,1,1,0.5
863,0.5,3296,1304,80,0.5,73,185,0,1,0
256,0,861,441,22,0,39,87,1,1,0
700,0.5,2750,1039,72,0,78,170,0,2,0.5
756,0,1831,1132,63,0.5,64,139,0.5,1,0.5
187,0,385,267,23,0,34,73,1,2,0
640,0.5,2552,951,69,0,63,157,0,2,0
265,0.5,1273,414,50,0.5,57,100,0,2,1
621,0.5,2792,903,82,0.5,85,173,0.5,1,1
153,0.5,465,218,39,0.5,28,89,1,0,0.5
662,0,3319,979,81,0.5,81,196,0,2,1
928,0,2975,1335,78,0,79,196,0,0,0.5
410,0,1488,615,41,0.5,48,111,1,0,1
321,0.5,1689,474,56,0,53,129,0,2,0.5
141,0,751,212,33,0,27,99,0,1,1
884,0,3584,1316,96,0,97,201,0.5,2,0.5
791,0,1829,1147,61,0,65,149,0,0,1
695,0,2534,1048,68,0,60,161,1,0,0
485,0,1616,763,42,0,54,100,1,0,0
806,0,3376,1177,72,0.5,88,195,0,0,0.5
866,0.5,4065,1284,94,0.5,95,206,1,1,0.5
129,0,627,193,30,0,23,75,0,0,1
458,0,1960,659,63,0.5,62,165,0.5,2,1
728,0.5,2081,1111,62,0,62,147,0.5,0,0.5
97,0,949,153,26,0.5,28,84,0.5,0,1
429,0,2152,661,61,0.5,67,142,0.5,1,1
173,0,494,288,30,0,21,94,0.5,2,0.5
442,0.5,1454,675,49,0.5,54,109,1,0,0
627,0.5,2709,903,80,0.5,83,186,0,2,0.5
203,0.5,1724,290,57,0.5,59,100,1,1,1
864,0.5,3084,1310,79,0,89,198,0,1,1
85,0.5,621,121,34,0.5,37,76,0.5,2,1
700,0.5,2150,1057,64,0.5,66,139,0.5,0,0
897,0,3476,1293,92,0,94,249,0.5,2,0.5
614,0,2286,935,65,0,67,156,1,0,0
356,0,1179,554,46,0.5,47,116,0,2,1
291,0,1108,419,49,0,46,118,1,2,1
997,0.5,3790,1538,96,0.5,95,229,0.5,2,0.5
211,0.5,799,317,38,0,27,84,0.5,0,0.5
946,0.5,3922,1420,93,0.5,93,207,1,2,0
829,0.5,3255,1226,75,0,84,171,0,1,0
535,0,1166,800,44,0,51,123,0,1,1
959,0.5,2815,1441,79,0.5,73,184,0,0,0
208,0.5,547,289,20,0,33,82,1,0,1
406,0,1557,589,51,0,48,101,0,0,1
618,0,2213,918,65,0.5,62,133,0.5,1,0
835,0.5,3342,1238,77,0.5,78,193,0,0,0
140,0.5,656,198,29,0,23,63,0,1,0.5
720,0.5,2348,1037,69,0,62,155,0.5,0,0.5
555,0,1286,866,44,0,42,116,0,1,0.5
396,0,825,587,39,0,22,68,0.5,0,1
169,0,533,276,33,0.5,26,72,0,0,0.5
599,0.5,1283,889,57,0.5,55,125,1,0,0.5
953,0.5,4245,1471,98,0.5,98,212,0.5,2,0.5
109,0,587,149,22,0.5,33,87,0,0,0
306,0.5,1108,442,43,0.5,59,126,1,1,0.5
893,0.5,3800,1344,90,0,98,229,1,2,0.5
991,0.5,3995,1491,91,0.5,90,207,0.5,2,1
836,0,3500,1278,95,0.5,98,204,0.5,2,1
243,0,558,379,21,0,31,71,1,0,1
883,0.5,3331,1369,80,0,88,175,1,0,1
645,0,1815,964,62,0.5,62,133,0,1,1
969,0,3453,1490,90,0.5,90,239,0.5,2,0.5
831,0.5,2912,1284,74,0,72,174,0,1,0.5
891,0,2827,1341,75,0,78,191,0.5,1,0.5
317,0.5,1621,464,51,0,44,103,1,2,0
341,0.5,592,483,32,0,35,61,0,2,0
539,0,2056,849,60,0.5,62,151,0.5,2,0
618,0,1198,884,57,0,59,126,0,0,0.5
444,0.5,2385,632,67,0,61,132,0.5,2,0
323,0.5,1787,454,49,0,50,109,0.5,2,0
446,0.5,2546,688,65,0.5,65,156,1,0,1
101,0.5,449,146,38,0.5,28,62,1,0,0
85,0.5,646,130,33,0.5,20,74,0,2,0.5
531,0.5,2029,750,60,0,63,147,1,2,1
742,0.5,2647,1101,74,0.5,84,182,0.5,2,0.5
177,0.5,899,226,27,0.5,37,83,1,0,0
982,0.5,3336,1461,79,0,84,173,1,1,0
576,0.5,2102,901,60,0,68,155,0.5,1,0
661,0.5,1848,1008,64,0.5,60,136,1,0,0.5
539,0.5,1749,864,50,0,58,101,0,2,0
177,0,782,258,38,0,25,66,0,2,0
375,0.5,680,556,29,0,39,91,0,0,0
188,0.5,343,278,35,0,36,71,0.5,1,0.5
145,0,481,231,35,0.5,31,68,0.5,0,0
575,0.5,2117,857,63,0.5,63,162,0.5,1,1
946,0,2916,1442,81,0.5,84,196,0.5,0,0
321,0.5,459,492,29,0,33,77,0,1,0.5
512,0,2048,793,67,0.5,67,147,1,2,0
199,0.5,380,292,21,0,24,85,0.5,0,0.5
841,0,3171,1286,78,0,76,186,1,0,1
489,0.5,1250,740,48,0,55,126,1,1,0
565,0.5,1233,875,53,0,50,126,1,0,0
401,0,1973,628,63,0,63,151,0.5,2,0.5
545,0.5,2202,804,68,0.5,67,131,1,1,0
935,0,3522,1441,98,0.5,97,241,1,2,0.5
708,0.5,3368,1039,78,0.5,85,191,1,2,0.5
859,0,3035,1289,83,0.5,74,170,0.5,0,1
467,0,1563,739,48,0,52,103,0,2,0
749,0,1939,1170,67,0,63,160,0.5,1,0
998,0.5,3807,1499,94,0.5,99,249,1,1,1
175,0,695,270,22,0.5,34,83,0.5,0,0
96,0,946,150,36,0,36,94,0.5,2,1
854,0,3803,1279,91,0,95,241,1,2,1
667,0,1935,971,67,0,62,146,1,0,0.5
604,0.5,1832,876,68,0.5,64,162,0.5,1,0
296,0,943,472,27,0.5,34,84,0,1,0
130,0.5,933,218,31,0,23,87,1,1,1
744,0,2922,1158,89,0,71,197,1,2,1
823,0.5,4406,1242,95,0.5,90,235,0.5,2,0
132,0,456,211,28,0.5,23,68,0,2,0
176,0,870,256,29,0,30,91,1,0,0.5
606,0,2236,949,62,0,64,166,0.5,1,0
752,0.5,2194,1126,67,0,67,164,0.5,0,0.5
672,0.5,1907,1054,65,0.5,69,145,0.5,1,0
413,0,481,588,36,0,22,90,0.5,0,0
66,0.5,674,92,25,0,31,80,0,1,1
132,0,755,190,27,0.5,35,98,1,1,1
246,0,984,362,24,0.5,33,88,0,1,0.5
861,0,3316,1271,70,0,87,189,0,0,0
170,0.5,312,276,38,0.5,29,83,0.5,2,1
543,0,1571,822,54,0,42,107,0.5,1,0.5
603,0,1952,885,68,0.5,67,147,0.5,2,0.5
591,0.5,1893,869,68,0.5,66,138,1,1,0
434,0,1594,602,45,0.5,43,127,0,0,1
887,0.5,2756,1334,89,0,81,193,0,1,0
270,0,548,406,29,0,39,89,0.5,2,0
477,0.5,2438,717,66,0.5,67,130,0,1,1
966,0.5,3716,1469,97,0.5,93,215,1,1,0
286,0,430,425,20,0.5,21,85,0,0,0.5
975,0.5,4435,1465,99,0,97,205,0.5,2,0
295,0,1243,465,49,0,47,128,1,2,0.5
656,0,3136,939,71,0.5,77,180,0,2,0.5
569,0,1954,835,61,0.5,61,135,0.5,1,1
880,0.5,3677,1343,90,0.5,97,248,0.5,1,1
502,0.5,1072,775,49,0.5,55,105,0,1,0.5
410,0,1296,642,56,0,49,120,1,1,0.5
990,0.5,4241,1552,98,0.5,97,213,0.5,1,1
105,0.5,466,172,31,0,22,75,0,1,1
496,0.5,2199,742,66,0,61,132,1,1,0.5
772,0.5,2794,1147,84,0.5,75,193,0,1,1
312,0,1081,472,45,0.5,48,116,1,2,0
155,0,561,230,38,0.5,36,82,1,0,0
500,0.5,1645,759,52,0,55,102,1,0,1
385,0,429,579,38,0,24,64,1,0,0.5
579,0,1748,857,52,0,44,128,1,0,1
527,0.5,2232,822,68,0.5,65,133,1,2,1
985,0.5,3366,1515,83,0,78,181,0.5,0,1
525,0,2333,773,60,0,64,158,0,2,1
601,0,1847,904,64,0,67,139,1,1,0.5
838,0,2775,1204,73,0,86,195,0,1,1
409,0.5,2388,607,63,0,62,154,1,2,0
589,0,1030,874,45,0,47,113,0.5,1,0
90,0.5,819,138,23,0.5,36,80,0.5,1,0.5
197,0.5,420,287,39,0.5,35,89,1,2,0.5
660,0.5,2065,965,61,0,69,137,1,0,1
845,0,3282,1260,82,0.5,73,179,1,0,1
834,0,3088,1250,78,0,81,188,0.5,0,1
541,0,1848,832,67,0,67,152,1,2,1
685,0.5,3349,995,79,0,88,195,1,2,0
142,0.5,364,204,25,0,22,80,0,1,0
479,0,1599,713,42,0,55,127,0,0,1
358,0,362,527,33,0,25,69,0.5,1,1
208,0.5,1058,325,55,0,50,104,1,2,0
331,0,880,489,29,0.5,20,62,0,0,1
520,0.5,2121,803,64,0,65,131,0.5,2,0.5
78,0,716,119,38,0,30,75,1,2,1
549,0,2585,863,60,0.5,67,165,0.5,2,1
881,0,3917,1279,95,0.5,92,205,0.5,2,1
959,0.5,2762,1373,83,0.5,81,192,0,1,0.5
694,0,2500,1091,65,0.5,65,142,0,0,0.5
490,0,1593,705,41,0,43,102,0,0,1
78,0.5,768,103,31,0.5,25,86,1,2,0
532,0,2172,793,64,0.5,61,157,0,2,0.5
622,0,2321,943,68,0,60,143,0.5,0,0.5
658,0.5,2390,946,62,0,67,133,0.5,1,0.5
378,0,990,559,21,0.5,32,95,1,1,0
939,0,2900,1423,80,0,89,192,0.5,1,1
784,0,2136,1181,60,0.5,60,166,0.5,0,0.5
391,0,1440,649,59,0.5,52,102,0.5,2,1
166,0,311,241,29,0.5,23,60,0.5,2,1
961,0.5,2910,1406,72,0.5,86,176,0.5,0,1
445,0,2552,617,60,0.5,69,156,0.5,1,1
147,0,943,211,35,0.5,37,72,1,0,1
956,0.5,4385,1405,95,0.5,91,224,1,1,0.5
765,0.5,3154,1141,79,0.5,85,194,1,1,1
219,0,919,323,36,0,35,71,0,1,0.5
515,0,1190,771,40,0.5,44,105,0,0,1
111,0,308,143,23,0,21,78,1,1,1
857,0.5,3399,1248,70,0,72,170,0,1,1
238,0,460,328,31,0,38,85,0,0,0
688,0,3101,1053,76,0,71,183,1,1,1
937,0,3114,1359,80,0,70,180,0,0,0
964,0.5,4324,1475,97,0,91,211,1,1,1
133,0,534,207,37,0.5,24,61,1,1,1
98,0,528,163,35,0,23,84,0,1,1
580,0.5,1579,861,55,0.5,42,122,1,0,0.5
395,0,1486,602,44,0.5,49,108,0.5,0,1
155,0,642,228,34,0,38,74,0,0,1
534,0.5,2370,825,67,0.5,61,158,0.5,2,0
979,0,3246,1499,80,0,76,190,0.5,0,1
538,0.5,1904,774,65,0.5,69,135,0,1,1
237,0,335,347,33,0.5,24,68,1,0,1
994,0.5,2604,1430,82,0.5,76,191,1,0,0
192,0,772,264,37,0.5,22,85,0,2,0.5
330,0.5,1562,505,53,0,46,123,1,2,0.5
755,0,2269,1166,61,0,67,162,0.5,2,0
184,0.5,352,252,23,0.5,34,85,1,2,0.5
230,0.5,1440,319,56,0.5,44,118,0.5,2,0.5
937,0.5,4206,1402,99,0.5,99,202,0.5,2,0.5
510,0,2110,759,62,0,66,140,1,2,0.5
531,0.5,1567,758,53,0.5,58,115,0.5,0,0.5
510,0,2332,743,61,0.5,63,138,0.5,2,1
176,0,563,269,38,0,35,76,0,0,0.5
126,0.5,536,219,23,0,28,84,0,0,0
768,0.5,1917,1139,67,0.5,68,138,0,1,0.5
930,0.5,3395,1418,80,0.5,76,178,0,0,0.5
620,0.5,2410,987,63,0.5,64,147,0,1,0.5
850,0.5,2846,1241,70,0.5,81,181,0.5,0,0.5
501,0.5,1982,759,67,0.5,62,163,1,1,0.5
869,0,2980,1334,80,0.5,74,180,1,0,0.5
756,0.5,2307,1100,66,0.5,66,137,0,1,0
952,0.5,4223,1429,95,0,91,225,1,1,1
351,0.5,880,544,39,0.5,24,64,0.5,0,1
149,0,707,191,25,0.5,26,95,0.5,1,0.5
241,0.5,955,354,39,0,21,92,0.5,0,1
881,0,3274,1290,84,0.5,76,192,0,0,1
263,0.5,824,409,34,0.5,25,62,1,0,0
72,0,387,88,35,0,24,95,1,0,0.5
994,0.5,3400,1486,98,0,91,244,1,1,0.5
275,0.5,1652,410,42,0.5,57,112,0,2,0.5
431,0,2138,677,61,0.5,67,166,1,2,0
821,0,2900,1206,87,0,77,178,0.5,0,0.5
669,0,1860,991,69,0.5,60,142,0.5,1,0.5
226,0,334,305,25,0,26,71,1,1,0.5
464,0.5,2303,647,68,0.5,68,135,0,2,0
320,0,312,486,23,0.5,22,78,0,1,0
511,0,1068,764,54,0.5,41,123,0,0,1
994,0,3900,1483,94,0,98,244,0,2,1
183,0,504,261,34,0.5,38,74,1,1,0.5
569,0,2016,905,61,0,67,133,0.5,0,0.5
225,0.5,1590,347,52,0.5,44,106,0,2,1
766,0.5,1944,1141,66,0,60,153,0,0,1
531,0.5,2248,812,64,0.5,63,140,1,2,0.5
755,0.5,2557,1172,69,0,63,139,0,2,0
723,0,2389,1128,66,0.5,63,156,0,1,0
904,0,3727,1314,96,0,98,231,1,2,0.5
870,0,3174,1257,84,0.5,85,186,0,1,0.5
426,0,2245,647,60,0,67,141,1,2,1
819,0,2783,1227,72,0,82,175,0.5,0,0.5
76,0.5,678,131,24,0.5,25,62,0,0,1
868,0,3028,1314,73,0,71,187,1,0,0
559,0,2488,838,60,0.5,66,142,1,2,1
563,0.5,1967,841,64,0,69,147,1,1,1
275,0.5,1371,408,47,0,45,115,1,1,1
998,0,2855,1477,83,0,89,187,0.5,2,0
356,0,831,515,39,0.5,36,95,0,2,0
511,0,1201,794,54,0.5,45,123,0.5,0,0
